Area,Type,Case,Year,Data,Unit
Alberta,C5+,Reference,2021,22.77403945,Thousand cubic metres
Alberta,C5+,Reference,2022,22.86956749,Thousand cubic metres
Alberta,C5+,Reference,2023,22.9415831,Thousand cubic metres
Alberta,C5+,Reference,2024,22.99331923,Thousand cubic metres
Alberta,C5+,Reference,2025,23.00055965,Thousand cubic metres
Alberta,C5+,Reference,2026,22.97526083,Thousand cubic metres
Alberta,C5+,Reference,2027,22.94738525,Thousand cubic metres
Alberta,C5+,Reference,2028,22.92390805,Thousand cubic metres
Alberta,C5+,Reference,2029,22.91323229,Thousand cubic metres
Alberta,C5+,Reference,2030,22.94717797,Thousand cubic metres
Alberta,C5+,Reference,2031,23.00080834,Thousand cubic metres
Alberta,C5+,Reference,2032,23.08142782,Thousand cubic metres
Alberta,C5+,Reference,2033,23.09512709,Thousand cubic metres
Alberta,C5+,Reference,2034,23.07698227,Thousand cubic metres
Alberta,C5+,Reference,2035,23.0464794,Thousand cubic metres
Alberta,C5+,Reference,2036,23.01303065,Thousand cubic metres
Alberta,C5+,Reference,2037,22.98698403,Thousand cubic metres
Alberta,C5+,Reference,2038,22.95127579,Thousand cubic metres
Alberta,C5+,Reference,2039,22.93049461,Thousand cubic metres
Alberta,C5+,Reference,2040,22.92051054,Thousand cubic metres
Alberta,Field Condensate,Reference,2005,1.542755342,Thousand cubic metres
Alberta,Field Condensate,Reference,2006,1.753258904,Thousand cubic metres
Alberta,Field Condensate,Reference,2007,2.088566027,Thousand cubic metres
Alberta,Field Condensate,Reference,2008,2.410259178,Thousand cubic metres
Alberta,Field Condensate,Reference,2009,2.177910685,Thousand cubic metres
Alberta,Field Condensate,Reference,2010,1.922252055,Thousand cubic metres
Alberta,Field Condensate,Reference,2011,1.937051781,Thousand cubic metres
Alberta,Field Condensate,Reference,2012,2.001520548,Thousand cubic metres
Alberta,Field Condensate,Reference,2013,2.594476986,Thousand cubic metres
Alberta,Field Condensate,Reference,2014,3.783326027,Thousand cubic metres
Alberta,Field Condensate,Reference,2015,3.708541353,Thousand cubic metres
Alberta,Field Condensate,Reference,2016,3.607657238,Thousand cubic metres
Alberta,Field Condensate,Reference,2017,3.54178323,Thousand cubic metres
Alberta,Field Condensate,Reference,2018,3.485855174,Thousand cubic metres
Alberta,Field Condensate,Reference,2019,3.449004422,Thousand cubic metres
Alberta,Field Condensate,Reference,2020,3.42950225,Thousand cubic metres
Alberta,Field Condensate,Reference,2021,3.422331153,Thousand cubic metres
Alberta,Field Condensate,Reference,2022,3.429099898,Thousand cubic metres
Alberta,Field Condensate,Reference,2023,3.450147386,Thousand cubic metres
Alberta,Field Condensate,Reference,2024,3.482155862,Thousand cubic metres
Alberta,Field Condensate,Reference,2025,3.524114676,Thousand cubic metres
Alberta,Field Condensate,Reference,2026,3.571586773,Thousand cubic metres
Alberta,Field Condensate,Reference,2027,3.619458945,Thousand cubic metres
Alberta,Field Condensate,Reference,2028,3.661371554,Thousand cubic metres
Alberta,Field Condensate,Reference,2029,3.69272817,Thousand cubic metres
Alberta,Field Condensate,Reference,2030,3.712686895,Thousand cubic metres
Alberta,Field Condensate,Reference,2031,3.721565367,Thousand cubic metres
Alberta,Field Condensate,Reference,2032,3.718584986,Thousand cubic metres
Alberta,Field Condensate,Reference,2033,3.702402516,Thousand cubic metres
Alberta,Field Condensate,Reference,2034,3.68257377,Thousand cubic metres
Alberta,Field Condensate,Reference,2035,3.650774961,Thousand cubic metres
Alberta,Field Condensate,Reference,2036,3.620638316,Thousand cubic metres
Alberta,Field Condensate,Reference,2037,3.587419267,Thousand cubic metres
Alberta,Field Condensate,Reference,2038,3.553952632,Thousand cubic metres
Alberta,Field Condensate,Reference,2039,3.513475531,Thousand cubic metres
Alberta,Field Condensate,Reference,2040,3.469086851,Thousand cubic metres
Alberta,Mined Bitumen ,Reference,2005,99.6,Thousand cubic metres
Alberta,Mined Bitumen ,Reference,2006,120.9,Thousand cubic metres
Alberta,Mined Bitumen ,Reference,2007,124.7,Thousand cubic metres
Alberta,Mined Bitumen ,Reference,2008,114.7,Thousand cubic metres
Alberta,Mined Bitumen ,Reference,2009,131.2,Thousand cubic metres
Alberta,Mined Bitumen ,Reference,2010,136.2,Thousand cubic metres
Alberta,Mined Bitumen ,Reference,2011,141.8,Thousand cubic metres
Alberta,Mined Bitumen ,Reference,2012,147.8,Thousand cubic metres
Alberta,Mined Bitumen ,Reference,2013,155.2,Thousand cubic metres
Alberta,Mined Bitumen ,Reference,2014,165,Thousand cubic metres
Alberta,Mined Bitumen ,Reference,2015,179.8212483,Thousand cubic metres
Alberta,Mined Bitumen ,Reference,2016,200.0738566,Thousand cubic metres
Alberta,Mined Bitumen ,Reference,2017,216.8767062,Thousand cubic metres
Alberta,Mined Bitumen ,Reference,2018,225.3075801,Thousand cubic metres
Alberta,Mined Bitumen ,Reference,2019,232.5156127,Thousand cubic metres
Alberta,Mined Bitumen ,Reference,2020,234.457855,Thousand cubic metres
Alberta,Mined Bitumen ,Reference,2021,234.577054,Thousand cubic metres
Alberta,Mined Bitumen ,Reference,2022,236.8656744,Thousand cubic metres
Alberta,Mined Bitumen ,Reference,2023,242.3600464,Thousand cubic metres
Alberta,Mined Bitumen ,Reference,2024,246.2241969,Thousand cubic metres
Alberta,Mined Bitumen ,Reference,2025,247.4547511,Thousand cubic metres
Alberta,Mined Bitumen ,Reference,2026,248.169945,Thousand cubic metres
Alberta,Mined Bitumen ,Reference,2027,249.6592311,Thousand cubic metres
Alberta,Mined Bitumen ,Reference,2028,251.3420403,Thousand cubic metres
Alberta,Mined Bitumen ,Reference,2029,251.6786021,Thousand cubic metres
Alberta,Mined Bitumen ,Reference,2030,251.6786021,Thousand cubic metres
Alberta,Mined Bitumen ,Reference,2031,253.0248495,Thousand cubic metres
Alberta,Mined Bitumen ,Reference,2032,254.7076587,Thousand cubic metres
Alberta,Mined Bitumen ,Reference,2033,255.0442205,Thousand cubic metres
Alberta,Mined Bitumen ,Reference,2034,255.0442205,Thousand cubic metres
Alberta,Mined Bitumen ,Reference,2035,256.3904678,Thousand cubic metres
Alberta,Mined Bitumen ,Reference,2036,258.073277,Thousand cubic metres
Alberta,Mined Bitumen ,Reference,2037,258.4098388,Thousand cubic metres
Alberta,Mined Bitumen ,Reference,2038,258.4098388,Thousand cubic metres
Alberta,Mined Bitumen ,Reference,2039,258.4098388,Thousand cubic metres
Alberta,Mined Bitumen ,Reference,2040,258.4098388,Thousand cubic metres
Alberta,In Situ Bitumen ,Reference,2005,69.7,Thousand cubic metres
Alberta,In Situ Bitumen ,Reference,2006,78.5,Thousand cubic metres
Alberta,In Situ Bitumen ,Reference,2007,85.2,Thousand cubic metres
Alberta,In Situ Bitumen ,Reference,2008,92.7,Thousand cubic metres
Alberta,In Situ Bitumen ,Reference,2009,105.5,Thousand cubic metres
Alberta,In Situ Bitumen ,Reference,2010,120.1,Thousand cubic metres
Alberta,In Situ Bitumen ,Reference,2011,135.4,Thousand cubic metres
Alberta,In Situ Bitumen ,Reference,2012,157.7,Thousand cubic metres
Alberta,In Situ Bitumen ,Reference,2013,176.2,Thousand cubic metres
Alberta,In Situ Bitumen ,Reference,2014,201.2,Thousand cubic metres
Alberta,In Situ Bitumen ,Reference,2015,220,Thousand cubic metres
Alberta,In Situ Bitumen ,Reference,2016,240.8041554,Thousand cubic metres
Alberta,In Situ Bitumen ,Reference,2017,265.1562429,Thousand cubic metres
Alberta,In Situ Bitumen ,Reference,2018,275.4924296,Thousand cubic metres
Alberta,In Situ Bitumen ,Reference,2019,282.1968698,Thousand cubic metres
Alberta,In Situ Bitumen ,Reference,2020,291.1157454,Thousand cubic metres
Alberta,In Situ Bitumen ,Reference,2021,300.5223223,Thousand cubic metres
Alberta,In Situ Bitumen ,Reference,2022,313.7585516,Thousand cubic metres
Alberta,In Situ Bitumen ,Reference,2023,333.625916,Thousand cubic metres
Alberta,In Situ Bitumen ,Reference,2024,350.0342629,Thousand cubic metres
Alberta,In Situ Bitumen ,Reference,2025,362.9936775,Thousand cubic metres
Alberta,In Situ Bitumen ,Reference,2026,377.2975555,Thousand cubic metres
Alberta,In Situ Bitumen ,Reference,2027,390.6001619,Thousand cubic metres
Alberta,In Situ Bitumen ,Reference,2028,402.971586,Thousand cubic metres
Alberta,In Situ Bitumen ,Reference,2029,414.4770103,Thousand cubic metres
Alberta,In Situ Bitumen ,Reference,2030,425.177055,Thousand cubic metres
Alberta,In Situ Bitumen ,Reference,2031,435.1280965,Thousand cubic metres
Alberta,In Situ Bitumen ,Reference,2032,444.3825651,Thousand cubic metres
Alberta,In Situ Bitumen ,Reference,2033,452.9892209,Thousand cubic metres
Alberta,In Situ Bitumen ,Reference,2034,460.9934108,Thousand cubic metres
Alberta,In Situ Bitumen ,Reference,2035,468.4373074,Thousand cubic metres
Alberta,In Situ Bitumen ,Reference,2036,475.3601313,Thousand cubic metres
Alberta,In Situ Bitumen ,Reference,2037,481.7983574,Thousand cubic metres
Alberta,In Situ Bitumen ,Reference,2038,487.7859078,Thousand cubic metres
Alberta,In Situ Bitumen ,Reference,2039,493.3543296,Thousand cubic metres
Alberta,In Situ Bitumen ,Reference,2040,498.7278567,Thousand cubic metres
British Columbia,Total,Reference,2005,7.286980548,Thousand cubic metres
British Columbia,Total,Reference,2006,6.622195616,Thousand cubic metres
British Columbia,Total,Reference,2007,6.133994247,Thousand cubic metres
British Columbia,Total,Reference,2008,5.560362548,Thousand cubic metres
British Columbia,Total,Reference,2009,5.459804384,Thousand cubic metres
British Columbia,Total,Reference,2010,5.55378274,Thousand cubic metres
British Columbia,Total,Reference,2011,5.902194521,Thousand cubic metres
British Columbia,Total,Reference,2012,6.307961644,Thousand cubic metres
British Columbia,Total,Reference,2013,6.565364384,Thousand cubic metres
British Columbia,Total,Reference,2014,7.872738993,Thousand cubic metres
British Columbia,Total,Reference,2015,8.718610245,Thousand cubic metres
British Columbia,Total,Reference,2016,9.170999927,Thousand cubic metres
British Columbia,Total,Reference,2017,9.559931853,Thousand cubic metres
British Columbia,Total,Reference,2018,9.904092802,Thousand cubic metres
British Columbia,Total,Reference,2019,10.01850863,Thousand cubic metres
British Columbia,Total,Reference,2020,10.14011842,Thousand cubic metres
British Columbia,Total,Reference,2021,10.55103366,Thousand cubic metres
British Columbia,Total,Reference,2022,11.17364182,Thousand cubic metres
British Columbia,Total,Reference,2023,11.71311808,Thousand cubic metres
British Columbia,Total,Reference,2024,12.13073233,Thousand cubic metres
British Columbia,Total,Reference,2025,12.51561509,Thousand cubic metres
British Columbia,Total,Reference,2026,12.85698529,Thousand cubic metres
British Columbia,Total,Reference,2027,13.15243055,Thousand cubic metres
British Columbia,Total,Reference,2028,13.38811345,Thousand cubic metres
British Columbia,Total,Reference,2029,13.58617159,Thousand cubic metres
British Columbia,Total,Reference,2030,13.75861971,Thousand cubic metres
British Columbia,Total,Reference,2031,13.89992981,Thousand cubic metres
British Columbia,Total,Reference,2032,14.00846231,Thousand cubic metres
British Columbia,Total,Reference,2033,14.07690871,Thousand cubic metres
British Columbia,Total,Reference,2034,14.11910331,Thousand cubic metres
British Columbia,Total,Reference,2035,14.11185002,Thousand cubic metres
British Columbia,Total,Reference,2036,14.0906426,Thousand cubic metres
British Columbia,Total,Reference,2037,14.05650658,Thousand cubic metres
British Columbia,Total,Reference,2038,14.01536465,Thousand cubic metres
British Columbia,Total,Reference,2039,13.95801279,Thousand cubic metres
British Columbia,Total,Reference,2040,13.88588781,Thousand cubic metres
British Columbia,Conventional Light,Reference,2005,5.311506849,Thousand cubic metres
British Columbia,Conventional Light,Reference,2006,4.576986301,Thousand cubic metres
British Columbia,Conventional Light,Reference,2007,4.189589041,Thousand cubic metres
British Columbia,Conventional Light,Reference,2008,3.676164384,Thousand cubic metres
British Columbia,Conventional Light,Reference,2009,3.48630137,Thousand cubic metres
British Columbia,Conventional Light,Reference,2010,3.35,Thousand cubic metres
British Columbia,Conventional Light,Reference,2011,3.24,Thousand cubic metres
British Columbia,Conventional Light,Reference,2012,3.38,Thousand cubic metres
British Columbia,Conventional Light,Reference,2013,3.1434,Thousand cubic metres
British Columbia,Conventional Light,Reference,2014,3.430311596,Thousand cubic metres
British Columbia,Conventional Light,Reference,2015,3.910048189,Thousand cubic metres
British Columbia,Conventional Light,Reference,2016,4.07205997,Thousand cubic metres
British Columbia,Conventional Light,Reference,2017,4.167935865,Thousand cubic metres
British Columbia,Conventional Light,Reference,2018,4.254809542,Thousand cubic metres
British Columbia,Conventional Light,Reference,2019,4.156705885,Thousand cubic metres
British Columbia,Conventional Light,Reference,2020,4.017883758,Thousand cubic metres
British Columbia,Conventional Light,Reference,2021,4.041409722,Thousand cubic metres
British Columbia,Conventional Light,Reference,2022,4.222737656,Thousand cubic metres
British Columbia,Conventional Light,Reference,2023,4.387185842,Thousand cubic metres
British Columbia,Conventional Light,Reference,2024,4.523746814,Thousand cubic metres
British Columbia,Conventional Light,Reference,2025,4.690726911,Thousand cubic metres
British Columbia,Conventional Light,Reference,2026,4.848651281,Thousand cubic metres
British Columbia,Conventional Light,Reference,2027,5.004781,Thousand cubic metres
British Columbia,Conventional Light,Reference,2028,5.14996937,Thousand cubic metres
British Columbia,Conventional Light,Reference,2029,5.267449469,Thousand cubic metres
British Columbia,Conventional Light,Reference,2030,5.358121534,Thousand cubic metres
British Columbia,Conventional Light,Reference,2031,5.423242639,Thousand cubic metres
British Columbia,Conventional Light,Reference,2032,5.462192143,Thousand cubic metres
British Columbia,Conventional Light,Reference,2033,5.474219874,Thousand cubic metres
British Columbia,Conventional Light,Reference,2034,5.475207156,Thousand cubic metres
British Columbia,Conventional Light,Reference,2035,5.446403446,Thousand cubic metres
British Columbia,Conventional Light,Reference,2036,5.411766669,Thousand cubic metres
British Columbia,Conventional Light,Reference,2037,5.371746116,Thousand cubic metres
British Columbia,Conventional Light,Reference,2038,5.329996586,Thousand cubic metres
British Columbia,Conventional Light,Reference,2039,5.279029995,Thousand cubic metres
British Columbia,Conventional Light,Reference,2040,5.218900754,Thousand cubic metres
British Columbia,Conventional Heavy,Reference,2005,0,Thousand cubic metres
British Columbia,Conventional Heavy,Reference,2006,0,Thousand cubic metres
British Columbia,Conventional Heavy,Reference,2007,0,Thousand cubic metres
British Columbia,Conventional Heavy,Reference,2008,0,Thousand cubic metres
British Columbia,Conventional Heavy,Reference,2009,0,Thousand cubic metres
British Columbia,Conventional Heavy,Reference,2010,0,Thousand cubic metres
British Columbia,Conventional Heavy,Reference,2011,0,Thousand cubic metres
British Columbia,Conventional Heavy,Reference,2012,0,Thousand cubic metres
British Columbia,Conventional Heavy,Reference,2013,0,Thousand cubic metres
British Columbia,Conventional Heavy,Reference,2014,0,Thousand cubic metres
British Columbia,Conventional Heavy,Reference,2015,0,Thousand cubic metres
British Columbia,Conventional Heavy,Reference,2016,0,Thousand cubic metres
British Columbia,Conventional Heavy,Reference,2017,0,Thousand cubic metres
British Columbia,Conventional Heavy,Reference,2018,0,Thousand cubic metres
British Columbia,Conventional Heavy,Reference,2019,0,Thousand cubic metres
British Columbia,Conventional Heavy,Reference,2020,0,Thousand cubic metres
British Columbia,Conventional Heavy,Reference,2021,0,Thousand cubic metres
British Columbia,Conventional Heavy,Reference,2022,0,Thousand cubic metres
British Columbia,Conventional Heavy,Reference,2023,0,Thousand cubic metres
British Columbia,Conventional Heavy,Reference,2024,0,Thousand cubic metres
British Columbia,Conventional Heavy,Reference,2025,0,Thousand cubic metres
British Columbia,Conventional Heavy,Reference,2026,0,Thousand cubic metres
British Columbia,Conventional Heavy,Reference,2027,0,Thousand cubic metres
British Columbia,Conventional Heavy,Reference,2028,0,Thousand cubic metres
British Columbia,Conventional Heavy,Reference,2029,0,Thousand cubic metres
British Columbia,Conventional Heavy,Reference,2030,0,Thousand cubic metres
British Columbia,Conventional Heavy,Reference,2031,0,Thousand cubic metres
British Columbia,Conventional Heavy,Reference,2032,0,Thousand cubic metres
British Columbia,Conventional Heavy,Reference,2033,0,Thousand cubic metres
British Columbia,Conventional Heavy,Reference,2034,0,Thousand cubic metres
British Columbia,Conventional Heavy,Reference,2035,0,Thousand cubic metres
British Columbia,Conventional Heavy,Reference,2036,0,Thousand cubic metres
British Columbia,Conventional Heavy,Reference,2037,0,Thousand cubic metres
British Columbia,Conventional Heavy,Reference,2038,0,Thousand cubic metres
British Columbia,Conventional Heavy,Reference,2039,0,Thousand cubic metres
British Columbia,Conventional Heavy,Reference,2040,0,Thousand cubic metres
British Columbia,C5+,Reference,2005,1.425613425,Thousand cubic metres
British Columbia,C5+,Reference,2006,1.445083288,Thousand cubic metres
British Columbia,C5+,Reference,2007,1.288533973,Thousand cubic metres
British Columbia,C5+,Reference,2008,1.167395425,Thousand cubic metres
British Columbia,C5+,Reference,2009,1.257303014,Thousand cubic metres
British Columbia,C5+,Reference,2010,1.417070411,Thousand cubic metres
British Columbia,C5+,Reference,2011,1.78299726,Thousand cubic metres
British Columbia,C5+,Reference,2012,2.02670411,Thousand cubic metres
British Columbia,C5+,Reference,2013,2.46360274,Thousand cubic metres
British Columbia,C5+,Reference,2014,3.012427397,Thousand cubic metres
British Columbia,C5+,Reference,2015,2.853537961,Thousand cubic metres
British Columbia,C5+,Reference,2016,3.062909972,Thousand cubic metres
British Columbia,C5+,Reference,2017,3.308028056,Thousand cubic metres
British Columbia,C5+,Reference,2018,3.52187849,Thousand cubic metres
British Columbia,C5+,Reference,2019,3.783449798,Thousand cubic metres
British Columbia,C5+,Reference,2020,4.113292783,Thousand cubic metres
British Columbia,C5+,Reference,2021,4.488919077,Thousand cubic metres
British Columbia,C5+,Reference,2022,4.839535336,Thousand cubic metres
British Columbia,C5+,Reference,2023,5.132339317,Thousand cubic metres
British Columbia,C5+,Reference,2024,5.345112114,Thousand cubic metres
British Columbia,C5+,Reference,2025,5.479524726,Thousand cubic metres
British Columbia,C5+,Reference,2026,5.58400837,Thousand cubic metres
British Columbia,C5+,Reference,2027,5.645259052,Thousand cubic metres
British Columbia,C5+,Reference,2028,5.663159397,Thousand cubic metres
British Columbia,C5+,Reference,2029,5.684997387,Thousand cubic metres
British Columbia,C5+,Reference,2030,5.721437407,Thousand cubic metres
British Columbia,C5+,Reference,2031,5.765065848,Thousand cubic metres
British Columbia,C5+,Reference,2032,5.815174093,Thousand cubic metres
British Columbia,C5+,Reference,2033,5.865578895,Thousand cubic metres
British Columbia,C5+,Reference,2034,5.906292576,Thousand cubic metres
British Columbia,C5+,Reference,2035,5.942244854,Thousand cubic metres
British Columbia,C5+,Reference,2036,5.972992594,Thousand cubic metres
British Columbia,C5+,Reference,2037,5.998887404,Thousand cubic metres
British Columbia,C5+,Reference,2038,6.020369772,Thousand cubic metres
British Columbia,C5+,Reference,2039,6.039467795,Thousand cubic metres
British Columbia,C5+,Reference,2040,6.057536677,Thousand cubic metres
British Columbia,Field Condensate,Reference,2005,0.549860274,Thousand cubic metres
British Columbia,Field Condensate,Reference,2006,0.600126027,Thousand cubic metres
British Columbia,Field Condensate,Reference,2007,0.655871233,Thousand cubic metres
British Columbia,Field Condensate,Reference,2008,0.71680274,Thousand cubic metres
British Columbia,Field Condensate,Reference,2009,0.7162,Thousand cubic metres
British Columbia,Field Condensate,Reference,2010,0.786712329,Thousand cubic metres
British Columbia,Field Condensate,Reference,2011,0.87919726,Thousand cubic metres
British Columbia,Field Condensate,Reference,2012,0.901257534,Thousand cubic metres
